trade_id,symbol,direction,signal_time,entry_time,exit_time,duration_minutes,planned_entry,actual_entry,entry_spread,entry_slippage,stop_loss,tp1_price,tp2_price,tp1_hit,tp2_hit,be_hit,exit_reason,lots,partial_pnl,runner_pnl,gross_pnl,commission,net_pnl,return_pct,account_balance,r_multiple,adx_1h,atr_1h,trade_date
34,XAUUSD,BUY,2026-07-22 12:00:00+00:00,2026-07-22 12:00:00.040000+00:00,2026-07-22 15:56:55.845000+00:00,236.93008333333333,4119.88,4118.6,0.28000000000065484,-1.2799999999997453,4106.19168371007,4137.212474434897,4143.416632579862,False,False,False,SL Hit,0.91,-570.8600000000351,-558.4500000000344,-1129.3100000000695,4.55,-1133.8600000000695,-1.0009603873542334,112143.35000000002,-1.0009603873533497,43.49051909619028,13.787018099923134,2026-07-22
35,XAUUSD,BUY,2026-07-22 13:20:00+00:00,2026-07-22 13:20:00.094000+00:00,2026-07-22 16:31:30.516000+00:00,191.50703333333334,4121.41,4117.83,0.27999999999974534,-3.5799999999999272,4105.7223491593495,4135.991476260975,4142.0453016813,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.93,841.3399999999983,1139.75,1981.0899999999983,4.65,1976.4399999999982,1.762422827568463,114119.79000000002,1.7624228275668912,43.36938167335334,13.45294537850003,2026-07-22
36,XAUUSD,BUY,2026-07-22 16:15:00+00:00,2026-07-22 16:15:00.106000+00:00,2026-07-22 16:58:01.801000+00:00,43.02825,4130.58,4125.87,0.27999999999974534,-4.710000000000036,4113.336476349523,4144.670285475715,4150.937047300953,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.91,866.1799999999968,1129.0500000000065,1995.2300000000032,4.55,1990.6800000000032,1.744377552745236,116110.47000000003,1.7443775527437075,43.08732788848333,13.92613738941866,2026-07-22
37,XAUUSD,BUY,2026-07-23 06:00:00+00:00,2026-07-23 06:00:00.076000+00:00,2026-07-23 10:01:51.966000+00:00,241.86483333333334,4126.14,4128.26,0.28000000000065484,2.119999999999891,4114.288258084083,4149.217612873876,4156.203483831834,False,False,False,SL Hit,0.83,-587.1600000000197,-573.1800000000194,-1160.3400000000393,4.1499999999999995,-1164.4900000000393,-1.00291558547652,114945.98,-1.0029155854756562,32.70909602393424,15.524157684352272,2026-07-23
38,XAUUSD,BUY,2026-07-23 08:35:00+00:00,2026-07-23 08:35:00.003000+00:00,2026-07-23 10:01:48.759000+00:00,86.8126,4126.17,4127.8,0.27999999999974534,1.6300000000001091,4114.524436817398,4147.713344773903,4154.351126365204,False,False,False,SL Hit,0.87,-584.3199999999888,-571.039999999989,-1155.3599999999778,4.35,-1159.7099999999778,-1.0089174062459407,113786.27000000002,-1.008917406245063,28.56683024469699,14.750625758446617,2026-07-23
39,XAUUSD,BUY,2026-07-27 12:45:00+00:00,2026-07-27 12:45:00.032000+00:00,2026-07-27 15:20:47.401000+00:00,155.78948333333335,4097.2,4094.42,0.2800000000002001,-2.7799999999997453,4082.000633062016,4113.049050406977,4119.258733875969,False,False,False,SL Hit,0.92,-571.7800000000135,-571.7800000000135,-1143.560000000027,4.6000000000000005,-1148.160000000027,-1.009049685871614,112638.10999999999,-1.0090496858707274,31.59838119165314,13.799296597760234,2026-07-27
40,XAUUSD,BUY,2026-07-27 13:35:00+00:00,2026-07-27 13:35:00.107000+00:00,2026-07-27 15:19:32.948000+00:00,104.54735000000001,4097.98,4096.18,0.2800000000002001,-1.7999999999992724,4084.0055164147293,4114.441725377907,4120.528967170542,False,False,False,SL Hit,0.93,-563.5000000000209,-575.7500000000214,-1139.2500000000423,4.65,-1143.9000000000424,-1.0155532616802985,111494.20999999995,-1.015553261679397,31.953231257025273,13.52720398363452,2026-07-27
41,XAUUSD,SELL,2026-07-28 07:10:00+00:00,2026-07-28 07:10:00.040000+00:00,2026-07-28 12:57:43.052000+00:00,347.71686666666665,4043.97,4046.26,0.25999999999976353,-2.2900000000004184,4057.5137695385174,4029.3793456922244,4023.752460922966,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.99,845.0000000000045,1102.9900000000107,1947.9900000000152,4.95,1943.0400000000152,1.7427272680796753,113437.24999999996,1.742727268078112,19.266810505254824,12.50418837613023,2026-07-28
42,XAUUSD,SELL,2026-07-28 11:10:00+00:00,2026-07-28 11:10:00.295000+00:00,2026-07-28 12:57:42.229000+00:00,107.69890000000001,4044.36,4048.41,0.2800000000002001,-4.049999999999727,4058.828101020137,4032.7828484697943,4027.5737979597257,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,1.09,864.0500000000021,1125.3599999999833,1989.4099999999853,5.45,1983.9599999999853,1.7489493089791812,115421.20999999995,1.7489493089776393,21.07729313402958,11.575667800152404,2026-07-28
43,XAUUSD,SELL,2026-07-28 11:30:00+00:00,2026-07-28 11:30:00+00:00,2026-07-28 12:51:02.470000+00:00,81.04116666666667,4045.65,4049.48,0.2800000000002001,-3.8299999999999272,4059.8981010201373,4033.8528484697945,4028.643797959726,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,1.11,875.2800000000062,1146.7499999999952,2022.0300000000016,5.550000000000001,2016.4800000000016,1.747061913490599,117437.68999999994,1.7470619134890852,21.07729313402958,11.575667800152404,2026-07-28
44,XAUUSD,SELL,2026-07-28 16:35:00+00:00,2026-07-28 16:35:00.052000+00:00,2026-07-28 18:10:00.676000+00:00,95.01039999999999,4021.9,4031.11,0.27999999999974534,-9.210000000000036,4042.530631405571,4013.9790528916437,4008.2687371888583,True,False,True,TP1 (1.5R) + BE Runner,1.03,897.5200000000115,13.769999999999072,911.2900000000105,5.15,906.1400000000106,0.771592152400146,118343.82999999996,0.7715921523994889,26.527830529231935,12.689590450634395,2026-07-28
45,XAUUSD,BUY,2026-07-30 15:35:00+00:00,2026-07-30 15:35:00.153000+00:00,2026-07-30 16:59:07.391000+00:00,84.12063333333334,4077.93,4073.7,0.27999999999974534,-4.230000000000018,4055.4370000152167,4101.094499977175,4110.225999969566,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.65,877.4400000000023,1209.1200000000108,2086.560000000013,3.25,2083.310000000013,1.7603875081616118,120427.13999999997,1.7603875081601241,25.94523483588185,20.292222205314694,2026-07-30
46,XAUUSD,BUY,2026-07-30 16:25:00+00:00,2026-07-30 16:25:00.070000+00:00,2026-07-30 17:00:33.190000+00:00,35.552,4079.97,4082.64,0.25999999999976353,2.6700000000000728,4064.41250001413,4109.981249978805,4119.09499997174,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.66,904.8600000000174,1204.500000000015,2109.3600000000324,3.3000000000000003,2106.0600000000322,1.7488250572088921,122533.2,1.7488250572074402,25.607425681206838,20.252777762077915,2026-07-30
47,XAUUSD,SELL,2026-07-31 14:35:00+00:00,2026-07-31 14:35:00.106000+00:00,2026-07-31 16:39:39.925000+00:00,124.66365,4053.15,4054.43,0.2800000000002001,-1.2799999999997453,4068.05275012661,4033.9958748100844,4027.1844997467792,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.9,920.7000000000016,1232.0999999999844,2152.799999999986,4.5,2148.299999999986,1.7532391221317865,124681.49999999999,1.7532391221303554,18.685832719778983,15.136389029567052,2026-07-31
48,XAUUSD,SELL,2026-07-31 15:20:00+00:00,2026-07-31 15:20:00.063000+00:00,2026-07-31 16:39:33.275000+00:00,79.55353333333333,4050.64,4056.54,0.2800000000002001,-5.900000000000091,4069.871125117567,4036.54331232365,4029.8777497648666,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.94,939.9999999999999,1263.8299999999938,2203.8299999999936,4.699999999999999,2199.1299999999937,1.7637981577058297,126880.62999999998,1.763798157704415,18.134534335230637,14.81236124174083,2026-07-31
49,XAUUSD,BUY,2026-08-05 14:00:00+00:00,2026-08-05 14:00:00.066000+00:00,2026-08-05 14:58:12.727000+00:00,58.211016666666666,4163.97,4161.43,0.28000000000065484,-2.5399999999999636,4146.381537017299,4184.002694474053,4191.526925965403,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.84,949.199999999977,1264.6199999999862,2213.8199999999633,4.2,2209.6199999999635,1.7414951360187634,129090.24999999994,1.741495136017391,40.94331553561427,16.720514425223897,2026-08-05
50,XAUUSD,BUY,2026-08-07 15:30:00+00:00,2026-08-07 15:30:00.325000+00:00,2026-08-07 15:30:07.367000+00:00,0.11736666666666666,4359.81,4310.67,1.569999999999709,-49.14000000000033,4294.447856844661,4335.0032147330085,4343.114286310679,True,True,False,TP1 (1.5R) + TP2 (2.0R) Full Win,0.8,982.7999999999884,1305.9999999999854,2288.799999999974,4.0,2284.799999999974,1.7699245295442336,131375.04999999993,1.7699245295428623,28.23214944318506,18.024603505932404,2026-08-07
51,XAUUSD,BUY,2026-08-07 17:20:00+00:00,2026-08-07 17:20:00.063000+00:00,2026-08-07 17:20:00.063000+00:00,0.0,4351.25,4346.28,0.27999999999974534,-4.970000000000255,4326.193662279325,4376.4095065810125,4386.45267544135,False,False,False,EOD,0.65,0.0,0.0,0.0,3.25,-3.25,-0.002473833501871171,131371.79999999993,-0.002473833501869288,32.8749717159815,22.318153022972332,2026-08-07
52,XAUUSD,BUY,2026-08-07 18:10:00+00:00,2026-08-07 18:10:00.072000+00:00,2026-08-07 18:10:00.072000+00:00,0.0,4355.33,4348.84,0.27999999999974534,-6.489999999999782,4328.545900687945,4379.2811489680835,4389.428198624111,False,False,False,EOD,0.65,0.0,0.0,0.0,3.25,-3.25,-0.002473894701907108,131368.54999999993,-0.0024738947019052244,33.95158404363311,22.54899923561718,2026-08-07
53,XAUUSD,BUY,2026-08-10 17:25:00+00:00,2026-08-10 17:25:00.085000+00:00,2026-08-10 17:25:00.085000+00:00,0.0,4345.39,4338.7,0.27999999999974534,-6.690000000000509,4323.7031033035,4361.195345044749,4368.693793392999,False,False,False,EOD,0.88,0.0,0.0,0.0,4.4,-4.4,-0.003349355686730197,131364.14999999994,-0.0033493556867276474,26.360946615565968,16.66321855166628,2026-08-10
54,XAUUSD,BUY,2026-08-11 17:50:00+00:00,2026-08-11 17:50:00.024000+00:00,2026-08-11 17:50:00.024000+00:00,0.0,4395.16,4393.84,0.27999999999974534,-1.319999999999709,4377.76224079684,4417.95663880474,4425.99551840632,False,False,False,EOD,0.82,0.0,0.0,0.0,4.1,-4.1,-0.0031210950628462954,131360.04999999993,-0.0031210950628439193,26.99932878109216,17.864176892399914,2026-08-11
