trade_id,symbol,direction,entry_time,exit_time,duration_m,planned_entry,actual_entry,entry_spread,total_lots,partial_lots,runner_lots,tp1_hit,tp2_hit,be_hit,exit_reason,partial_pnl,runner_pnl,commission,net_pnl,account_balance,return_pct,adx_1h,atr_1h,month,balance,hour,equity,date,compounded_net_pnl,compounded_balance,has_sweep,sim_pnl,sim_bal,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,part_lots,run_lots,starting_balance,exit_price,ending_balance
7,NAS100,SELL,2026-01-08 11:40:00.019000+00:00,2026-01-08 15:20:40.755000+00:00,220.67893333333333,25608.8,25606.3,2.600000000002183,0.1,0.05,0.05,False,False,False,SL,-26.42406773938092,-26.42406773938092,0.5,-53.34813547876183,5332.782156893224,-0.9904724279380172,20.30298943671273,52.84813547876163,2026-01,5723.123577801385,11.0,5601.553654847137,2026-01-08,-56.61725561255367,5602.952433061718,True,-56.61725561255367,5602.952433061718,,,,,,,,,,,,,
11,XAUUSD,SELL,2026-01-08 15:05:00.016000+00:00,2026-01-08 16:47:49.515000+00:00,102.82498333333334,4418.7,4423.82,0.2899999999999636,0.04,0.02,0.02,False,False,False,SL,-27.392113378600698,-27.392113378600698,0.2,-54.9842267572014,5335.35719415096,-1.02005091076286,34.84336637139516,15.217840765889328,2026-01,5762.177935201826,15.0,5640.608012247577,2026-01-08,-57.74196476048761,5545.21046830123,True,-57.74196476048761,5545.21046830123,,,,,,,,,,,,,
8,NAS100,SELL,2026-01-08 16:30:00.067000+00:00,2026-01-08 16:38:26.472000+00:00,8.440083333333332,25556.5,25632.9,2.599999999998545,0.11,0.06,0.05,True,True,False,FULL_TP2,44.80511881151469,49.78346534612683,0.55,94.03858415764152,5426.820741050866,1.7634056931443567,17.214984131191713,49.78346534612771,2026-01,5817.162161959027,16.0,5695.592239004778,2026-01-08,96.090098821691,5641.300567122921,True,96.090098821691,5641.300567122921,,,,,,,,,,,,,
9,NAS100,SELL,2026-01-08 20:10:00.118000+00:00,2026-01-08 21:00:00.002000+00:00,49.998066666666666,25474.8,25500.9,2.599999999998545,0.08,0.04,0.04,False,False,False,EOD_EXIT,7.840000000000873,7.840000000000873,0.4,15.280000000001746,5442.100741050867,0.2815644873695032,21.720827438758025,70.1747072509045,2026-01,5777.457935201827,20.0,5655.888012247578,2026-01-08,15.839301175634445,5657.139868298556,True,15.839301175634445,5657.139868298556,,,,,,,,,,,,,
12,XAUUSD,BUY,2026-01-09 07:30:00.004000+00:00,2026-01-09 16:11:07.517000+00:00,521.1252166666667,4470.88,4465.17,0.2899999999999636,0.04,0.02,0.02,True,True,False,FULL_TP2,36.26694722110369,56.99091706173386,0.2,93.05786428283754,5428.415058433798,1.7441730871337895,17.996407197948542,14.39164572265989,2026-01,5816.204469675369,7.0,5694.63454672112,2026-01-09,96.00124233396048,5696.114607606356,True,96.97883238962294,5754.118700688178,,,,,,,,,,,,,
11,NAS100,BUY,2026-01-09 14:55:00.210000+00:00,2026-01-09 16:18:22.700000+00:00,83.37483333333333,25598.1,25590.9,2.600000000002183,0.11,0.06,0.05,True,False,True,TP1_THEN_BE,44.404000272471606,1.3000000000010914,0.55,45.1540002724727,5432.943411514044,0.8380802742263702,15.816876467247033,49.33777808052425,2026-01,5861.3584699478415,14.0,5739.788546993593,2026-01-09,47.34125520225442,5743.455862808611,True,47.8233358418706,5801.942036530048,,,,,,,,,,,,,
12,NAS100,SELL,2026-01-12 10:15:00.050000+00:00,2026-01-12 16:30:03.480000+00:00,375.05716666666666,25548.8,25574.4,2.399999999997817,0.09,0.04,0.05,False,False,False,SL,-24.118387470536984,-30.14798433817123,0.4499999999999999,-54.71637180870822,5378.227039705335,-1.007122063755491,22.873666267587392,60.29596867634267,2026-01,5852.321667392717,10.0,5730.751744438468,2026-01-12,-58.432093724618746,5685.023769083992,True,-59.02711345944687,5742.914923070602,,,,,,,,,,,,,
14,XAUUSD,BUY,2026-01-12 16:35:00.075000+00:00,2026-01-12 21:00:00.117000+00:00,265.0007,4610.69,4598.41,0.2899999999999636,0.03,0.02,0.01,True,False,False,EOD_EXIT,45.08204427977034,12.420000000000073,0.15,57.35204427977042,5531.446671967153,1.047699175489038,42.23549996451175,17.889700111019735,2026-01,5909.673711672488,16.0,5788.103788718239,2026-01-12,59.43625935908727,5791.899733934224,True,59.544623765805206,5802.459546836407,,,,,,,,,,,,,
13,NAS100,BUY,2026-01-13 10:20:00.231000+00:00,2026-01-13 15:31:39.504000+00:00,311.65455000000003,25778.4,25773.8,2.599999999998545,0.12,0.06,0.06,True,True,False,FULL_TP2,41.205715608940224,54.94095414525509,0.6,95.54666975419532,5473.77370945953,1.7765458588641168,16.68038650617415,45.78412845437877,2026-01,6005.220381426683,10.0,5883.650458472434,2026-01-13,101.09967282192716,5892.999406756151,True,101.28399811734214,5903.743544953749,,,,,,,,,,,,,
16,XAUUSD,BUY,2026-01-13 17:55:00.002000+00:00,2026-01-13 18:27:12.900000+00:00,32.21496666666666,4618.95,4615.94,0.2899999999999636,0.04,0.02,0.02,False,False,False,SL,-30.86986313668968,-30.86986313668968,0.2,-61.93972627337935,5570.720544998165,-1.0996531530455107,20.838925187225826,17.14992396482772,2026-01,6044.494254457695,17.0,5821.710732199055,2026-01-13,-65.52308040499331,5827.476326351158,True,-65.64254232623438,5838.101002627514,,,,,,,,,,,,,
14,NAS100,BUY,2026-01-13 18:30:00.050000+00:00,2026-01-13 19:53:04.432000+00:00,83.07303333333333,25802.6,25764.1,2.599999999998545,0.09,0.04,0.05,True,False,True,TP1_THEN_BE,37.19156274346896,1.2999999999992726,0.4499999999999999,38.04156274346823,5511.815272202999,0.6949787251476347,15.582763499312737,61.98593790578098,2026-01,6082.535817201164,18.0,5859.752294942524,2026-01-13,40.22019885589494,5867.696525207052,True,40.29352847041131,5878.394531097926,,,,,,,,,,,,,
